Global_Rank;Institution;Country;Sector;Best Country Quartile
1897;The University of Salford;GBR;Universities;2
1901;SETI Institute;USA;Non-Profit;2
1902;Regenstrief Institute;USA;Non-Profit;2
1902;Centre d'Estudis Avancats de Blanes;ESP;Government;1
1902;AO Research Institute;CHE;Health;2
1902;Sandia National Laboratories, California;USA;Government;1
1906;Osservatorio Astrofisico di Catania;ITA;Government;2
1906;University of Warmia and Mazury;POL;Universities;1
1906;Hamad Medical Corp *;QAT;Health;2
1906;Universidade de Vigo *;ESP;Universities;1
1906;Sun Yat-sen University Second Hospital;CHN;Health;1
1906;Istituto per la Protezione Sostenibile delle Piante;ITA;Government;1
1912;Institut Jacques Monod;FRA;Government;2
1912;National Institute for Materials Science;JPN;Government;1
1912;Flemish Institute for Technological Research;BEL;Government;2
1912;Servizo Galego de Saude A Coruna;ESP;Health;1
1912;University Hospital of Psychiatry and Psychotherapy;CHE;Health;3
1917;Intel Corp *;MUL;Companies;1
1917;Zagazig University *;EGY;Universities;1
1917;Laboratoire de Physique Subatomique et de Cosmologie;FRA;Government;2
1917;Flinders University;AUS;Universities;1
1917;Shanghai Qi Zhi Institute;CHN;Government;1
1922;Technische Universitat Braunschweig;DEU;Universities;2
1922;Universidad de Almeria *;ESP;Universities;2
1924;Universitas Negeri Sebelas Maret;IDN;Universities;1
1924;OU Medicine;USA;Health;2
1924;UCB Pharma SA *;MUL;Companies;1
1924;Conselleria de Sanidad A Coruna;ESP;Health;1
1924;Poznan University of Life Sciences;POL;Universities;1
1929;King Fahd University of Petroleum and Minerals;SAU;Universities;1
1929;Institut de Mineralogie et de Physique des Milieux Condenses;FRA;Government;2
1929;Laboratori Nazionali di Frascati;ITA;Government;2
1929;Universite de Bourgogne *;FRA;Universities;1
1929;Instituto de la Grasa de Sevilla;ESP;Government;1
1929;Kansas State University;USA;Universities;1
1935;Finnish Institute Occupational Health;FIN;Health;2
1935;Institut Universitaire Europeen de la Mer;FRA;Government;2
1935;Universita degli Studi Magna Graecia di Catanzaro;ITA;Universities;2
1938;Institute of Botany, Chinese Academy of Science;CHN;Government;1
1938;Shoolini University;IND;Universities;1
1940;Institut de Biologia Evolutiva;ESP;Government;2
1940;Zhujiang Hospital;CHN;Health;1
1942;Alder Hey Children's NHS Foundation Trust;GBR;Health;2
1942;Philipps-Universitat Marburg *;DEU;Universities;1
1942;Institut Laue-Langevin;FRA;Government;2
1945;Dublin City University;IRL;Universities;1
1945;Fox Chase Cancer Center;USA;Health;1
1945;University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca;ROU;Universities;1
1945;Institut Eurecom;FRA;Universities;1
1945;Institut Catala de Recerca de l'Aigua;ESP;Government;2
1945;Alikhanov Institute for Theoretical and Experimental Physics;RUS;Government;1
1951;Ethiopian Public Health Institute;ETH;Health;1
1951;Royal Children's Hospital Melbourne;AUS;Health;1
1951;Centre Henri Becquerel;FRA;Health;1
1951;University of Tennessee Health Science Center;USA;Health;2
1951;Nokia Corp *;MUL;Companies;1
1956;Universidad Miguel Hernandez *;ESP;Universities;2
1956;Fundacio per al Foment de la Investigacio Sanitaria i Biomedica;ESP;Non-Profit;1
1956;Singapore University of Technology and Design;SGP;Universities;2
1959;Japan Agency for Medical Research and Development;JPN;Health;1
1959;Empresa Brasileira de Pesquisa Agropecuaria *;BRA;Government;1
1959;Government College University, Faisalabad;PAK;Universities;1
1962;Centro de Investigacion Biomedica en Red de Enfermedades Raras;ESP;Health;1
1962;L'Unite de Recherche de l'Institut du Thorax;FRA;Government;1
1962;Laboratoire de Biometrie et Biologie Evolutive;FRA;Government;1
1965;Centro Superior de Investigacion en Salud Publica *;ESP;Health;1
1965;Laboratoire Univers et Theories;FRA;Government;2
1967;Seoul National University Bundang Hospital;KOR;Health;1
1967;RTI International, United States;USA;Companies;2
1967;National Enterprise for Nanoscience and Nanotechnology;ITA;Government;2
1967;Universidad Rey Juan Carlos *;ESP;Universities;1
1967;IVL Swedish Environmental Research Institute;SWE;Non-Profit;3
1972;Norwegian School of Sport Sciences;NOR;Universities;3
1972;Universitat de Lleida *;ESP;Universities;2
1974;Medical University of Warsaw;POL;Universities;1
1974;Leibniz-Institut fur Arbeitsforschung an der TU Dortmund;DEU;Government;2
1976;University of Mississippi *;USA;Universities;2
1976; Centre Hospitalier de l'Universite de Montreal;CAN;Health;2
1976;Maria Cecilia Hospital;ITA;Health;2
1976;Population Council, USA;USA;Non-Profit;2
1980;Laboratoire d'Annecy-le-Vieux de Physique des Particules;FRA;Government;2
1980;University of Central Lancashire;GBR;Universities;2
1982;Takeda Pharmaceuticals International Inc *;MUL;Companies;2
1982;Centro de Investigacion Biomedica en Red de Diabetes y Enfermedades Metabolicas Asociadas;ESP;Health;2
1982;Barbara Ann Karmanos Cancer Institute;USA;Health;1
1985;George Mason University;USA;Universities;1
1985;Glasgow Caledonian University;GBR;Universities;2
1985;Universitatsklinikum Wurzburg;DEU;Health;2
1985;Institut des Sciences de la Terre;FRA;Government;2
1985;UNU Maastricht Economic and Social Research Institute on Innovation and Technology;NLD;Non-Profit;2
1990;Institut Mondor de Recherche Biomedicale;FRA;Government;1
1990;Collaborative Innovation Center of Quantum Matter;CHN;Government;1
1990;Auburn University;USA;Universities;1
1993;Ecole Normale Superieure de Paris *;FRA;Universities;1
1993;Forschungszentrum L3S;DEU;Government;2
1993;Konkuk University *;KOR;Universities;1
1996;Chonbuk National University *;KOR;Universities;1
1996;Centro de Investigacion Biomedica en Red de Diabetes y Enfermedades Metabolicas Asociadas, Madrid;ESP;Health;1
1996;San Francisco General Hospital;USA;Health;1
1996;Rijnstate Ziekenhuis;NLD;Health;3
1996;Outcomes Research Consortium;USA;Non-Profit;2
2001;Centre de Recherche sur l'Inflammation;FRA;Government;1
2001;Littoral Environnement et Societes;FRA;Government;2
2001;Huawei Technologies Co Ltd *;MUL;Companies;1
2001;VA Pittsburgh Healthcare System;USA;Health;2
2005;Universidad Europea de Madrid *;ESP;Universities;1
2005;International Centre for Genetic Engineering and Biotechnology, Trieste;ITA;Government;1
2005;Fimlab Laboratories;FIN;Health;1
2008;Centre de Recherches en Cancerologie de Toulouse;FRA;Government;1
2008;TRIUMF - National Laboratory for Particle and Nuclear Physics;CAN;Government;2
2008;Orygen Youth Health;AUS;Health;2
2008;Institute of Biomedical Science, Academia Sinica;TWN;Government;1
2008;Ministerio da Saude;BRA;Health;1
2008;Laboratoire Jacques-Louis Lions;FRA;Government;2
2008;Boehringer Ingelheim GmbH Germany;DEU;Companies;1
2015;Harbin Engineering University;CHN;Universities;1
2015;Stazione Zoologica Anton Dohrn Napoli;ITA;Government;2
2015;Hopital Erasme;BEL;Health;2
2018;Universitat Bielefeld;DEU;Universities;1
2018;Singapore-MIT Alliance;SGP;Government;1
2018;Salford Royal Hospitals NHS Trust;GBR;Health;2
2018;Nanjing Tech University;CHN;Universities;1
2018;Departamento de Agricultura, Ganaderia y Medio Ambiente Zaragoza;ESP;Government;2
2023;First Affiliated Hospital of China Medical University;CHN;Health;1
2023;Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau    ;ESP;Health;2
2023;Instituto Nacional de Saude Dr. Ricardo Jorge;PRT;Health;1
2023;Shanghai Sixth People's Hospital;CHN;Health;1
2027;Douglas Hospital;CAN;Health;2
2027;Birkbeck, University of London;GBR;Universities;2
2029;Centro de Investigacion y Tecnologia Agroalimentaria de Aragon;ESP;Government;2
2029;Middlesex University *;GBR;Universities;2
2029;Universidad de Extremadura *;ESP;Universities;1
2032;Tecnalia Research & Innovation;ESP;Government;2
2032;Princess Nourah bint Abdul Rahman University *;SAU;Universities;1
2032;Centre de Recherches Petrographiques et Geochimiques;FRA;Government;2
2032;IVIRMA Global *;MUL;Health;2
2032;National Cancer Centre;SGP;Health;2
2037;Bangor University;GBR;Universities;2
2038;Instituto Smithsonian de Investigaciones Tropicales;PAN;Government;1
2038;Alberta Children's Hospital;CAN;Health;2
2038;Istituto Auxologico Italiano IRCCS;ITA;Health;1
2038;Max Planck Institut fur Sonnensystemforschung;DEU;Government;2
2038;National Institute of Epidemiology;IND;Health;1
2038;Poznan University of Medical Sciences;POL;Universities;1
2038;Prince of Wales Hospital, Hong Kong;HKG;Health;2
2045;Instituto de Investigaciones Marinas ;ESP;Government;1
2045;Instituto Maimonides de Investigacion Biomedica de Cordoba;ESP;Health;1
2045;Nanjing Drum Tower Hospital;CHN;Health;1
2045;Blood Systems Research Institute;USA;Health;1
2045;Massey University;NZL;Universities;1
2045;CESifo Group;DEU;Non-Profit;3
2051;Leibniz-Institut fur Altersforschung - Fritz-Lipmann-Institut;DEU;Government;1
2051;Leibniz Institut fur Naturstoff-Forschung und Infektionsbiologie e.V. Hans-Knoll-Institut;DEU;Government;1
2051;Cancer Registry of Norway Institute of Population-Based Cancer Research;NOR;Government;2
2051;Lampung University;IDN;Universities;1
2051;Universite Paris-Est Creteil *;FRA;Universities;1
2051;Institute of Computing Technology, Chinese Academy of Sciences;CHN;Government;1
2051;Ames Laboratory;USA;Government;2
2058;University of Texas Medical Branch ;USA;Universities;1
2058;Institut de Chimie de la Matiere Condensee de Bordeaux;FRA;Government;1
2060;Stavanger University Hospital;NOR;Health;1
2060;Wadsworth Center;USA;Health;1
2060;Universita degli Studi di Enna Kore;ITA;Universities;2
2060;Food and Agriculture Organization of the United Nations;MUL;Non-Profit;1
2060;Edge Hill University;GBR;Universities;2
2060;Institut fur Weltraumforschung Osterreichische Akademie der Wissenschaften;AUT;Government;3
2060;Bioinformatics Institute;SGP;Government;2
2067;Third Hospital Affiliated to Central South University;CHN;Health;1
2067;Agence Nationale de la Securite Sanitaire de l'Alimentation, de l'Environnement et du Travail *;FRA;Health;1
2069;Hospital de la Santa Creu i Sant Pau *;ESP;Health;2
2069;Centre de Mathematiques Appliquees de l'Ecole Polytechnique;FRA;Government;2
2069;Parque Tecnologico de Euskadi *;ESP;Non-Profit;1
2069;University of Vermont;USA;Universities;1
2069;Instituto Oswaldo Cruz;BRA;Health;1
2074;Onze Lieve Vrouwe Hospital;NLD;Health;2
2074;Shanghai University of Traditional Chinese Medicine *;CHN;Universities;1
2074;Institut des Systemes Intelligents et de Robotique;FRA;Government;1
2074;Max Planck Institut fur Mathematik in den Naturwissenschaften;DEU;Government;2
2078;University of Texas Health Science Center at San Antonio ;USA;Universities;2
2078;Kunming Institute of Zoology, Chinese Academy of Sciences;CHN;Government;1
2078;Georgia State University;USA;Universities;1
2078;Borys Grinchenko Kyiv Metropolitan University;UKR;Universities;1
2078;Kuopio University Hospital;FIN;Health;2
2078;Universitatsklinikum Schleswig-Holstein;DEU;Health;1
2084;Laboratoire d'Etude du Rayonnement et de la Matiere en Astrophysique et Atmospheres;FRA;Government;2
2084;Silesian University of Technology;POL;Universities;1
2084;Universitas Negeri Padang;IDN;Universities;1
2084;University of California, Irvine Healthcare;USA;Health;2
2088;OLV Hospital;BEL;Health;2
2088;Roche Products Ltd, United Kingdom;GBR;Companies;1
2090;Centro de Investigacion Biomedica en Red de Enfermedades Cardiovasculares;ESP;Health;2
2090;National Center for Nanoscience and Technology of China;CHN;Government;1
2090;Douglas Mental Health University Institute;CAN;Government;2
2093;University of Split;HRV;Universities;1
2093;United Nations University;MUL;Non-Profit;2
2093;VA Northeast Ohio Healthcare System;USA;Health;1
2096;Istituto dei Sistemi Complessi;ITA;Government;2
2096;First Affiliated Hospital of Chongqing Medical University;CHN;Health;1
2096;Kuwait Foundation for the Advancement of Sciences *;KWT;Non-Profit;1
2099; Aga Khan University Hospital, Nairobi;KEN;Health;2
2099;Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina, Barcelona;ESP;Health;1
2101;Instituto de Biologia Molecular y Celular del Cancer de Salamanca;ESP;Government;1
2101;Universitat Konstanz;DEU;Universities;2
2103;Instituto de Ciencias Matematicas;ESP;Government;2
2103;De Montfort University;GBR;Universities;2
2103;Russian Academy of Medical Sciences;RUS;Health;1
2106;Danish Cancer Society;DNK;Health;1
2106;Georgetown University Medical Center;USA;Health;1
2108;Science et Technologie du Lait et de l'Oeuf;FRA;Government;1
2108;The Central Hospital of Wuhan;CHN;Health;1
2110;North Bristol NHS Trust;GBR;Health;2
2110;Prince Sattam Bin Abdulaziz University;SAU;Universities;1
2110;Scuola Superiore S. Anna di Studi Universitari e di Perfezionamento *;ITA;Universities;1
2110;Instituto IMDEA Materiales;ESP;Government;1
2110;University of Limerick;IRL;Universities;1
2115;Tan Tock Seng Hospital;SGP;Health;2
2115;James J. Peters VA Medical Center;USA;Health;1
2117;Medical University of Bialystok;POL;Universities;1
2117;University of Kansas Medical Center;USA;Health;2
2117;Instituto Nacional de Tecnica Aeroespacial Esteban Terradas;ESP;Government;2
2117;Australian Synchrotron;AUS;Companies;2
2117;Guangzhou University of Traditional Chinese Medicine *;CHN;Universities;1
2117;Universidad de los Andes, Colombia *;COL;Universities;1
2117;Tumour Hospital of Harbin Medical University;CHN;Health;1
2117;Korea Institute for Advanced Study;KOR;Government;1
2125;Nanjing Normal University;CHN;Universities;1
2125;University of California, Merced;USA;Universities;1
2125;Histoire Naturelle de l'Homme Prehistorique;FRA;Government;1
2125;London Metropolitan University;GBR;Universities;2
2125;Rede de Quimica e Tecnologia;PRT;Non-Profit;1
2125;Shandong University Qilu Hospital;CHN;Health;1
2131;Atlanta VA Medical Center;USA;Health;2
2131;Institut d'Investigacio en Atencio Primaria Jordi Gol, Barcelona;ESP;Health;2
2131;Clinica Universidad de Navarra;ESP;Health;1
2131;National Research Foundation *;ZAF;Government;2
2131;Junta de Comunidades de Castilla-La Mancha *;MUL;Government;2
2136;Instituto Nacional de Salud Publica *;MEX;Health;1
2136;National College of Business Administration and Economics;PAK;Universities;1
2136;University of the West of Scotland;GBR;Universities;2
2136;Observatoire Midi Pyrenees;FRA;Government;2
2136;Institut de la Vision;FRA;Government;1
2141;Conselleria de Sanitat Universal i Salut Publica Valencia;ESP;Health;1
2141;Fondazione Toscana Gabriele Monasterio;ITA;Health;2
2141;Ministerio de Defensa Madrid;ESP;Government;2
2141;Shanghai Chest Hospital;CHN;Health;1
2145;Centro de Fisica de Materiales;ESP;Government;2
2145;Norwegian Institute of Bioeconomy Research;NOR;Government;2
2145;Prince Sultan University;SAU;Universities;1
2145;Ural Federal University;RUS;Universities;1
2145;University of Gondar;ETH;Universities;1
2145;University of Louisville *;USA;Universities;1
2151;National Centre for Nuclear Research;POL;Government;1
2151;Institut de Mathematiques de Toulouse;FRA;Government;2
2151;London Business School;GBR;Universities;3
2151;Institute of Biochemistry and Biophysics Polish Academy of Sciences;POL;Government;1
2151;Novartis Institutes for Biomedical Research, Switzerland;CHE;Companies;1
2151;Centre Hospitalier de Luxembourg;LUX;Health;2
2157;Haskins Laboratories;USA;Non-Profit;2
2157;University of Baghdad;IRQ;Universities;1
2157;University of Maribor;SVN;Universities;1
2157;National Cancer Center;KOR;Health;1
2157;Universite de Versailles Saint Quentin en Yvelines *;FRA;Universities;1
2157;Population Council *;MUL;Non-Profit;2
2163;Genetic Engineering and Biotechnology Research Institute;EGY;Government;1
2163;Ecole Nationale Superieure de Chimie de Montpellier *;FRA;Universities;1
2163;Istituto Nazionale di Geofisica e Vulcanologia;ITA;Government;1
2163;Beijing Forestry University;CHN;Universities;1
2163;Generalitat de Catalunya Lleida;ESP;Government;2
2168;Harper Adams University College;GBR;Universities;3
2168;Boehringer Ingelheim *;MUL;Companies;1
2168;Alexandria University *;EGY;Universities;1
2168;Sony Corp *;MUL;Companies;1
2168;Centro de Edafologia y Biologia Aplicada del Segura;ESP;Government;1
2168;Kennedy Krieger Institute;USA;Health;2
2168;Escuela Andaluza de Salud Publica;ESP;Health;2
2175;Chonnam National University;KOR;Universities;1
2176;Sciences Chimiques de Rennes;FRA;Government;1
2176;Leibniz-Institut fur Ostseeforschung Warnemunde;DEU;Government;3
